ID,SMILES,IE
10135.0,O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccccc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],0.396
10136.0,O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccccc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],0.5760000000000001
10137.0,O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccccc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],0.7340000000000001
10138.0,O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccccc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],0.853
10139.0,O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccccc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],0.9570000000000001
10140.0,O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccc(Cl)cc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],0.319
10141.0,O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccc(Cl)cc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],0.43700000000000006
10142.0,O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccc(Cl)cc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],0.653
10143.0,O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccc(Cl)cc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],0.775
10144.0,O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccc(Cl)cc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],0.895
10145.0,O=S(=O)([O-])c3ccc(O)c(/C=N/c1ccc(Cl)cc1/N=C/c2cc(S(=O)(=O)[O-])ccc2O)c3.[Na+].[Na+],0.986
10146.0,c2ccc(/C1=N/CCN1)cc2,0.7509999999999999
10147.0,c2ccc(/C1=N/CCN1)cc2,0.917
10148.0,c2ccc(/C1=N/CCN1)cc2,0.9309999999999999
10149.0,c2ccc(/C1=N/CCN1)cc2,0.9420000000000001
10150.0,c2ccc(/C1=N/CCN1)cc2,0.968
10151.0,c2ccc(/C1=N/CCN1)cc2,0.486
10152.0,c2ccc(/C1=N/CCN1)cc2,0.805
10153.0,c2ccc(/C1=N/CCN1)cc2,0.941
10154.0,c2ccc(/C1=N/CCN1)cc2,0.966
10155.0,c2ccc(/C1=N/CCN1)cc2,0.985
10156.0,COC4COC(OC3C(O)C(N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(C(=O)c1ccccn1)\c2ccccn2)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C)C(OC)OC3CO)C(NCC(O)C[N+](C)(C)C)C4O,0.5005
10157.0,COC4COC(OC3C(O)C(N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(C(=O)c1ccccn1)\c2ccccn2)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C)C(OC)OC3CO)C(NCC(O)C[N+](C)(C)C)C4O,0.8046
10158.0,COC4COC(OC3C(O)C(N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(C(=O)c1ccccn1)\c2ccccn2)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C)C(OC)OC3CO)C(NCC(O)C[N+](C)(C)C)C4O,0.8983
10159.0,COC4COC(OC3C(O)C(N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(C(=O)c1ccccn1)\c2ccccn2)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C)C(OC)OC3CO)C(NCC(O)C[N+](C)(C)C)C4O,0.9442
10160.0,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,0.5820000000000001
10161.0,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,0.7879999999999999
10162.0,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,0.905
10163.0,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,0.9420000000000001
10164.0,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,0.622
10165.0,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,0.852
10166.0,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,0.9420000000000001
10167.0,Cc3ccc(NC(=O)OCC(CSCCN1CCCCCC1=O)OC(=O)Nc2cc(NC(=O)CCCC(O)CO)ccc2C)cc3NC(=O)OCCOC(=O)Nc4ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c4.CC[NH+](CC)CC,0.963
10168.0,CCC(CO)C(O)CCCC(=O)Nc4ccc(C)c(NC(=O)OC(COC(=O)Nc2ccc(C)c(NC(=O)OCCOC(=O)Nc1ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c1)c2)CSCCN3CCCCCC3=O)c4.CC[NH+](CC)CC,0.603
10169.0,CCC(CO)C(O)CCCC(=O)Nc4ccc(C)c(NC(=O)OC(COC(=O)Nc2ccc(C)c(NC(=O)OCCOC(=O)Nc1ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c1)c2)CSCCN3CCCCCC3=O)c4.CC[NH+](CC)CC,0.732
10170.0,CCC(CO)C(O)CCCC(=O)Nc4ccc(C)c(NC(=O)OC(COC(=O)Nc2ccc(C)c(NC(=O)OCCOC(=O)Nc1ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c1)c2)CSCCN3CCCCCC3=O)c4.CC[NH+](CC)CC,0.852
10171.0,CCC(CO)C(O)CCCC(=O)Nc4ccc(C)c(NC(=O)OC(COC(=O)Nc2ccc(C)c(NC(=O)OCCOC(=O)Nc1ccc(C)c(NC(=O)OCC(C)(O)C(=O)[O-])c1)c2)CSCCN3CCCCCC3=O)c4.CC[NH+](CC)CC,0.929
10172.0,C=CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.7594
10173.0,OCCS,0.6622
10174.0,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.3259
10175.0,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.6178
10176.0,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.7726000000000001
10177.0,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.8193
10178.0,CCCCCCCC/C=C/CCCCCCC/C1=N/CCN1CCN,0.875
10179.0,Sc2nc1ccccc1[nH]2,0.8511
10180.0,Sc2nc1ccccc1[nH]2,0.8689
10181.0,Sc2nc1ccccc1[nH]2,0.9
10182.0,Sc2nc1ccccc1[nH]2,0.9022
10183.0,Sc2nc1ccccc1[nH]2,0.9222
10184.0,S=C(Nc1ccccc1)Nc2n[nH]c(=S)s2,0.9703
10185.0,S=C(Nc1ccccc1)Nc2n[nH]c(=S)s2,0.9906999999999999
10186.0,S=C(Nc1ccccc1)Nc2n[nH]c(=S)s2,0.9944
10187.0,S=C(Nc1ccccc1)Nc2n[nH]c(=S)s2,0.9953
10188.0,S=C(Nc1ccccc1)Nc2n[nH]c(=S)s2,0.9976999999999999
10189.0,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],0.32439999999999997
10190.0,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],0.4318
10191.0,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],0.5653
10192.0,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],0.7008
10193.0,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],0.7171
10194.0,CCCCCCCCCCC(C)c1ccc(S(=O)(=O)[O-])cc1.[Na+],0.7556999999999999
10195.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.23440000000000003
10196.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.40369999999999995
10197.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5142
10198.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.5736
10199.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.6470999999999999
10200.0,CCCCCCCCCCCCCCCC[N+](C)(C)C.[Br-],0.7312000000000001
10201.0,COC7OC(CO)C(OC6OC(CO)C(OC5OC(CO)C(OC1OC(CO)C(C)C(O)C1/N=C(\C(=N\c2ccc(C(C)C)cc2)c3ccccn3)/c4ccccn4)C(O)C5N)C(O)C6NCC(O)C[N+](C)(C)C)C(O)C7N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(\C(=N\c8ccc(C(C)C)cc8)c9ccccn9)/c%10ccccn%10)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C,0.6307
10202.0,COC7OC(CO)C(OC6OC(CO)C(OC5OC(CO)C(OC1OC(CO)C(C)C(O)C1/N=C(\C(=N\c2ccc(C(C)C)cc2)c3ccccn3)/c4ccccn4)C(O)C5N)C(O)C6NCC(O)C[N+](C)(C)C)C(O)C7N(CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCC/N=C(\C(=N\c8ccc(C(C)C)cc8)c9ccccn9)/c%10ccccn%10)CCC(=O)NCCN(CCC(=O)NCCN)CCC(=O)NCCNCC(O)C[N+](C)(C)C,0.706
